197953,2348.532,2365.178,Wed May 02 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Feb 24 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 11/2315/CA/C,Cumprimento integral do contrato,943 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
197950,1849.275,255277.53,Wed May 02 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 18 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 11/2313/CA/C,Cumprimento integral do contrato,1035 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
197951,2617.75,1747.209,Wed May 02 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Feb 24 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 11/2314/CA/C,Cumprimento integral do contrato,1035 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
197952,2593.525,982674.25,Wed May 02 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 18 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 11/2312/CA/C,Cumprimento integral do contrato,1035 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
138384,151800.02,151800.02,Wed May 02 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Dec 09 2011 00:00:00 GMT+0000 (Western European Standard Time),71621000-7, Serviços técnicos de análise ou consultoria,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Braga, Barcelos,Contrato de Fornecimento de Bens e Serviços de Sistemas de Monitorização e Gestão Energética,Cumprimento integral do contrato,183 dias,Thu Feb 04 2021 11:30:51 GMT+0000 (Western European Standard Time)
197945,1731.107,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Mar 14 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2309/CA/C,,1035 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
231673,2635.493,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Feb 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 52.º, n.º 2 do DL nº 72-A/2010, de 18.06,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Entroncamento,Remodelação e Ampliação da Escola Básica n.º 1 e Jardim de Infância n.º 2,,365 dias,Thu Feb 04 2021 13:19:36 GMT+0000 (Western European Standard Time)
153626,196824.02,196824.02,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Dec 05 2010 00:00:00 GMT+0000 (Western European Standard Time),45215110-1, Construção de estação termal,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Braganca, Vimioso,CONTRATO N.º 25/2010,Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 11:54:10 GMT+0000 (Western European Standard Time)
204167,275159.25,89376.73,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Apr 19 2012 00:00:00 GMT+0100 (Western European Summer Time),45232460-4, Obras de saneamento,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Viseu, Vouzela,Rede de Esgotos no Concelho - Rede de Drenagem de Águas Residuais na Freguesia de Fataunços,Cumprimento integral do contrato,300 dias,Thu Feb 04 2021 12:57:06 GMT+0000 (Western European Standard Time)
197944,1687.2,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 11 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2307/CA/C,Cumprimento integral do contrato,1004 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
197946,1743.89,1066.555,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 11 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2306/CA/C,Cumprimento integral do contrato,1156 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
198326,304172.3,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Mar 14 2011 00:00:00 GMT+0000 (Western European Standard Time),45212140-9, Instalação recreativa,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Entroncamento,Requalificação do Jardim Parque José Pereira Caldas,Cumprimento não integral do contrato (Resolução do Contrato),240 dias,Thu Feb 04 2021 12:51:39 GMT+0000 (Western European Standard Time)
197947,1332.322,830474.56,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 11 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2305/CA/C,Cumprimento integral do contrato,1035 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
197948,1408.672,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Fri Mar 11 2011 00:00:00 GMT+0000 (Western European Standard Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2304/CA/C,,1035 dias,Thu Feb 04 2021 12:51:13 GMT+0000 (Western European Standard Time)
155489,23279.988,21839.822,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Feb 28 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Porto, Felgueiras<BR/>Portugal, Braga, Barcelos,Contrato de Empreitada nº 10/2280/CA/C,Cumprimento integral do contrato,540 dias,Thu Feb 04 2021 11:56:59 GMT+0000 (Western European Standard Time)
209960,748379.8,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Feb 26 2011 00:00:00 GMT+0000 (Western European Standard Time),45233162-2, Construção de via para ciclistas,Não aplicável,Artigo 52.º, n.º 2 do DL nº 72-A/2010, de 18.06,Empreitadas de obras públicas,Concurso público,Portugal, Santarém, Entroncamento,Execução de Ciclovias - Freguesia de Nossa Senhora de Fátima,Cumprimento não integral do contrato (Contrato Anulado, Declarado Nulo ou Objecto de Recusa de Visto),360 dias,Thu Feb 04 2021 13:02:23 GMT+0000 (Western European Standard Time)
150803,29469.998,26851.354,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Feb 28 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Porto, Vila Nova de Gaia<BR/>Portugal, Porto, Vila Nova de Gaia,Contrato de Empreitada nº 10/2261/CA/C,Cumprimento integral do contrato,720 dias,Thu Feb 04 2021 11:50:35 GMT+0000 (Western European Standard Time)
150808,28999.873,27732.686,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Tue Mar 01 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Aveiro, Anadia<BR/>Portugal, Aveiro, Ílhavo,Contrato de Empreitada nº 11/2334/CA/C,Cumprimento integral do contrato,540 dias,Thu Feb 04 2021 11:50:35 GMT+0000 (Western European Standard Time)
150807,24922,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Mon Feb 28 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Porto, Amarante<BR/>Portugal, Porto, Baião,Contrato de Empreitada nº 10/2262/CA/C,,540 dias,Thu Feb 04 2021 11:50:35 GMT+0000 (Western European Standard Time)
131365,2297.357,2792.039,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Thu Apr 28 2011 00:00:00 GMT+0100 (Western European Summer Time),45232410-9, Obras de construção de sistemas colectores,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Braga, Vila Verde<BR/>Portugal, Porto, Amarante,Contrato de Empreitada de Execução dos Intercetores do Neiva (FD 12) e Ovelha (FD13),Cumprimento integral do contrato,365 dias,Thu Feb 04 2021 11:19:21 GMT+0000 (Western European Standard Time)
233428,1021.567,1006.458,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Apr 16 2011 00:00:00 GMT+0100 (Western European Summer Time),45262700-8, Obras de transformação de edifícios,Não aplicável,Artigo 19.º, alínea b) do Código dos Contratos Públicos,Empreitadas de obras públicas,Concurso público,Portugal, Porto, Porto,Contrato de Empreitada N.º 11/2355/CA/C,Cumprimento integral do contrato,180 dias,Thu Feb 04 2021 13:21:16 GMT+0000 (Western European Standard Time)
150809,32498.93,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Jun 04 2011 00:00:00 GMT+0100 (Western European Summer Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Viseu, Oliveira de Frades<BR/>Portugal, Aveiro, Aveiro,Contrato de Empreitada nº 11/2357/CA/C,,540 dias,Thu Feb 04 2021 11:50:35 GMT+0000 (Western European Standard Time)
150813,12476.478,12460.909,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Feb 27 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Lisboa, Odivelas,Empreitada nº 10/2295/CA/C,Cumprimento integral do contrato,540 dias,Thu Feb 04 2021 11:50:35 GMT+0000 (Western European Standard Time)
176440,269870,269870,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sat Jul 02 2011 00:00:00 GMT+0100 (Western European Summer Time),71241000-9, Estudo de viabilidade, serviço consultivo, análise,Não aplicável,Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos,Aquisição de serviços,Concurso público,Portugal, Setúbal, Barreiro,Aquisição de serviços para a elaboração do Plano de Mobilidade e Transportes Intermunicipal da área de influência da TTT (Margem Sul),Cumprimento integral do contrato,558 dias,Thu Feb 04 2021 12:27:01 GMT+0000 (Western European Standard Time)
133805,1326.6,1301.008,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal,Contrato de Prestação de Serviços n.º 10/2089/CA/C,Cumprimento integral do contrato,1080 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
133800,1545.145,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2080/CA/C,,1035 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
133798,2238.082,1928.559,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2077/CA/C,Cumprimento integral do contrato,1035 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
121241,8398.258,7453.477,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Tue Mar 01 2011 00:00:00 GMT+0000 (Western European Standard Time),45214200-2, Construção de edifícios escolares,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Empreitadas de obras públicas,Concurso limitado por prévia qualificação,Portugal, Leiria, Ansião,Contrato de Empreitada nº 11/2335/CA/C,Cumprimento integral do contrato,450 dias,Thu Feb 04 2021 11:00:49 GMT+0000 (Western European Standard Time)
133803,1251.025,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal,Contrato de Prestação de Serviços n.º 10/2092/CA/C,,1020 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
133801,1616.075,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de Prestação de Serviços n.º 10/2078/CA/C,,1035 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
133802,1399.05,1522.482,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal,Contrato de Prestação de Serviços n.º 10/2087/CA/C,Cumprimento integral do contrato,1020 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
66086,17000,17000,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Jul 26 2009 00:00:00 GMT+0100 (Western European Summer Time),45232130-2, Construção de condutas para águas pluviais,Não aplicável,Artigo 19.º, alínea a) do Código dos Contratos Públicos,Empreitadas de obras públicas,Ajuste Direto Regime Geral,Portugal, Porto, Vila Nova de Gaia,Reparação ou reposição de colectores/minas na Rua de S. Salvador e Rua do Loureiro,Cumprimento integral do contrato,30 dias,Thu Feb 04 2021 09:14:08 GMT+0000 (Western European Standard Time)
133799,1630.509,,Mon Apr 30 2012 00:00:00 GMT+0100 (Western European Summer Time),Sun Oct 10 2010 00:00:00 GMT+0100 (Western European Summer Time),71356300-1, Serviços de apoio técnico,Não aplicável,Artigo 1.º do Decreto-Lei n.º 34/2009,Aquisição de serviços,Concurso limitado por prévia qualificação,Portugal, Portugal Continental,Contrato de PRestação de Serviços n.º 10/2079/CA/C,,1035 dias,Thu Feb 04 2021 11:23:23 GMT+0000 (Western European Standard Time)
